Key	Value
过期事件({0})	Expired event ({0})
掐不准咒诀，正在恼火	Unable to cast spells accurately; feels angry about it
该部位淬体效果已满	Remold body effect of this body part is full.
底蕴	Power
黑布	Black Fabric
请选择一个感知思绪	Select a Perception Thought.
此间房屋中，[color=#ff0000]床铺风水[/color]出了问题。房屋主人终日被噩梦缠身，请尝试调整床铺风水，使之化凶为吉。	There is a Feng Shui issue with the [color=#ff0000]bed[/color] in this room. The owner has been bound by a nightmare for an entire day. Try to adjust the bed's Feng Shui to help him.
意识({0:P0})\n大脑受伤会影响该值，意识影响工作效率，当意识过低会导致昏迷。	Willpower ({0:P0})\nThis value is affected when the mind takes damage. Willpower affects work efficiency. When Willpower drops too low, the character becomes unconscious.
练习秘法不顺，觉得有点灰心	Secret Law practice is not going well; feels somewhat frustrated
录入	Transcribe
土属性	Earth Element
[color=#FF0000]未指定掌门[/color]\n	[color=#FF0000]You haven't chosen a Sect Leader.[/color]\n
不会淬体之法[{0}]	Incapable of casting Remold Spell [{0}]
妖族化形	Shapeshifted Yaoguai
闻人	Wenren
外观管理	Manage
真炁消耗：{0}	True Qi Consumption: {0}
请选择理智	Select Rationality
{0:F0}\n角色对玩家门派的好感度，好感度会影响可以进行的行为和得到的回答。\n在未打开心防时好感度最高为60，讨论对方的嗜好可以打开心防。	{0:F0}\nThe character's favor to your sect. Their favor will affect available actions and the answer you get from them. \nThe maximum favor is 60 before the character opens up. Talk about their hobbies can help them to open up.
外门弟子不能装备该物品	Cannot be equipped by Outer Disciples
确认删除？	Do you want to delete?
灵智缺少名称\n	Lack name of Intelligence\n
角色已经死亡	This character is dead.
[点击编辑配置]	[Click to edit the configuration]
推演星辰变化	Deducting the movement of the stars
建造材料：\n	Construction Materials: \n
自行领悟，不可传授。\n	Learned on your own and cannot be passed on.\n
[{0}]缺少人手\n	[{0}] is lacking manpower.\n
此物虽然很实用，但我们库存也有很多，这个价格不能更多了。	This item is practical but we do not need it. I'll buy it at this price.
心事重重的准备开始炼制法宝	Worried; prepares to craft artifacts
种植:{0}	Plant: {0}
似乎什么都不会发生	Nothing seems to happen.
拥有交易区才可以	Need a trade area to
正在拼接图片(1)……	Splicing picture (1)…
请选择需要灌顶的内门弟子	Select an inner disciple to enlighten.
循环{0}次\n(召回可以中断循环)	Repeat {0} times\n (Recall to stop the repeat)
整理山脉	Arranging mountains
准备开始重新整理	Starting to re-sort out
灵淬	Spiritual Refinement
已指定术法元灵({0}/{1})	Primordial Souls Selected({0}/{1})
思考之前无法通过观察获得更多关于{0}的思绪	Unable to obtain any more Thoughts about {0} through observation before Thinking.
请选择一个合适的吸灵地点	Select a suitable spot to absorb spirit.
庇护	Protect
建立门派后，派遣内门弟子前往历练	After establishing a sect, dispatch inner disciples on adventures.
点击打开装备面板	Click to open the Equipment menu.
研习秘籍。	Study manuals.
<font color=#00FF00>可选中</font>\n	<font color=#00FF00>Selectable</font>\n
请先接受 Steam 工作坊法律协议 : 	Please first accept Steam Workshop's legal agreement: 
晨观日出	Watching the Sunrise
设置NPC对话。	Set NPC dialogues.
消耗49点香火值，祖师分身下凡战斗，持续一天。	Costs 49 Incense. The master will come down to earth to fight for one day.
{1}{0:F0} 精元\n	{1}{0:F0} Stamina\n
返回	Return
庵	Sanctuary
极度危险	Lethal
不能选择该目标	Cannot select this target.
CloudSave->记录云存档信息:{0}	CloudSave->Record Cloud Save Info: {0}
新人模式下不能改变角色，请直接进入游戏。	You cannot change character in Beginner. Simply enter the game.
五行是游戏世界的重要元素，五行生克影响游戏的方方面面。如[color=#ff0000]境界突破[/color]，[color=#ff0000]建筑风水[/color]，[color=#ff0000]法宝炼制[/color]等等。	The Five Elements are an important part of this world. The interactions between the elements affect the entire world: [color=#ff0000]Breakthrough[/color], [color=#ff0000]Feng Shui[/color], [color=#ff0000]Artifact Crafting[/color], etc.
试着劝说这个人留在门派	Persuade the person to stay in the sect.
名声渐传	Recognized
{1:F0}点 [{0}]好感度	{1:F0} [{0}] Favor
喝杯水	Drinking water
在工作间余，刚小憩片刻	Taking a break in-between work
历练天下	World Adventure
播种	Sowing seeds
慧	Wise
{0}已激活!重新读档后即可游玩全新内容!\n谢谢大爷!	{0} has been activated! You can play the new content after reloading the save!
打包建筑	Packing Up Building
女弟子	Disciple (F)
以10000倍于白元法的灵气绘制本命真符，符咒效果提高4倍。	Use 10000x Qi used in the White Origin Technique to draw a Natal Talisman, increasing the talisman effect by 400%.
提高护体金光强度{0:P0}	Increase Protect Power {0:P0}
受天道异动影响，{0}暂时不宜外出历练。	Due to the disturbance in the Heavenly Dao, {0} should avoid going out for training temporarily.
在练习秘法间余，刚小憩片刻	Practicing a secret Law; taking a break
\n剩余: {0}	\nRemaining: {0}
无心修理建筑，正想偷懒	Slacking; doesn't want to repair buildings
无法上传错误的存档!	Cannot upload corrupted save files!
{0:N2}点/灵气	{0:N2}points/Qi
[{0:N0}阶	{0:N0}
祭妖	Beast Sacrifice
本座已成上品金丹，我太一门今日便以妖人之血，立威天下！诸弟子听令，速速跟随本座追杀敌人，除恶务尽！	I have reached the Golden Core state. Our Taiyi Sect will make an example out of these wicked souls! All disciples, heed my order: Chase down our enemies and spare no one!
正咬牙坚持练习护体	Persistently undertakes protection training
祭妖失败,请稍后再试!	Beast Sacrifice failed, please try again later!
攻击威力\n此秘体发动攻击时造成伤害的强度。	Attack Power\nThe magnitude of the damage caused by this Secret Body when attacking.
需求境界：{0}({1})\n	Required State: {0} ({1})\n
在切石作业时，正感觉有点无聊	Cutting stones; feels a bit bored
在锻造时，正累的气喘吁吁	Forging; panting for breath
是否切换符咒种类，此操作会导致刷新符咒绘制面板且不会退还灵力。	Do you want to change the talisman type? It will refresh the talisman drawing panel and will not return Qi.
该模组并未公开，无法进行评价	This mod is unavailable to the public. Unable to review.
距离最近的目标	Closest Target
拆迁建筑不顺，觉得有点消沉	Demolition work is not going well; feels somewhat frustrated
正在乐呵呵的拆地板中	Happily removing floors
是否确认退出当前教学？	Are you sure you want to quit the current tutorial?
是否将[color=#990000][{0}][/color]强化到[color=#990000][{1}][/color](已有效果{2}/{3})?	Do you want to enhance [color=#990000][{1}][/color](Effect Owned{2}/{3}) with [color=#990000][{0}][/color]?
{0}已经学过这本秘籍了	{0} has already studied this manual.
未进行淬体	Unremolded
你等贼人，竟然趁老夫闭关犯我太一门，如今我金丹已成，尔等受死吧！	Cowards! How dare you attack us while I am in closed cultivation. Now that I've reached the Golden Core state, prepare to die!
路线编辑	Route Edit
添加特性	Add Trait
概率调整	Adjust Chance
礼器奢华	Luxuriousness
春去冬来，草长莺飞。数年后……	A few years later...
赎人	Ransom
内丹转弯速度:	Internal Core Turn Speed:
灵药仙草	Herbs and Medicines
在种植作物时，正感觉有点无聊	Growing crops; feels a bit bored
洗髓期	Marrow-cleansing Phase
在修理建筑时，正累的气喘吁吁	Repairing buildings; panting for breath
初始人员偏多，可能会因为物资不够而带来生存的压力。	You have many initial members which might make surviving somewhat difficult due to a lack of resources.
需要选择一个结果！	Need to choose a result!
Trap编辑。	Trap Edit.
选择材料	Select Material
指定一个角色进行劝说	Assign a character to persuade him.
入库中	Transcribing
心境:{0:N0} ({1}){2}\n心境会大幅度影响吐纳时获得精华的效率。\n体修中人皆为直来直往。心境与情绪直接挂钩。	Mental State: {0:N0} ({1}){2}\nMental State greatly affects one's efficiency of obtaining essence when breathing. \nPhysical cultivators are quite straightforward. Mental State is directly linked to Mood.
腐朽中({0})	Decaying ({0})
该角色已经失去珀了	This character has lost soul gem.
天苍{0}年 {1} 第{2}日   {3}	{1} day {2}, year {0} of the Tiancang Era {3}
角色姓名不能为空，请重新设置姓名	Character Name cannot be empty. Please set the name again.
控制子节点中的控件	Command the controls of a child node.
灵宠信息	Pet Info
请选择心斋时间	Set the duration of Mind Fasting
祝贺	Congrats!
练习护体时走岔了气，正准备休息一下	Lost control of Qi during protection training; going to get some rest
食物原料	Ingredients
心境：{0:N0}/{1:N0}\n层次：{2}{3}\n趋势：{5}{4:F2}/天\n\t({6})\n突破条件：{7}\n突破进度：{8:P2}({9:N1}/{10:N1})\n\n心境会大幅度影响修炼相关行为的效率和成功率。只有足够强大的心境才能驾驭信徒的祈祷之念。	Mental State: {0:N0}/{1:N0}\nStates: {2}{3}\nInclination: {5}{4:F2}/d \n\t ({6})\nBreakthrough Requirements: {7}\nBreakthrough Progress: {8:P2}({9:N1}/{10:N1})\n\nA character's Mental State affects the efficiency and success rate of training-related actions. Only a mental state strong enough can manage all the followers' prayers.
埋下灵脉	Hiding spirit veins
建造观星台，并将一个房间的风水调整到吉或者大吉。	Build an observatory and improve the Feng Shui of a select room to auspicious or very auspicious.
正在乐呵呵的手工中	Happily doing handcraft
新赛季开启	New Season Starts
这个秘籍已经学会了	This manual has been imparted.
洞	Cave
正觉得很饿，准备吃点东西	Feels hungry; going to get something to eat
[无门无派]	[Unaffiliated]
威慑他人。	Threaten others.
正在练习护体	Training protection
[align=center]风水详情[/align]	[align=center]Feng Shui Details[/align]
积累木料	Timber Collection
☯[size=13]此物{0}，有镇压风水之效。其性属{1}，{2}于{3}{4}{5}方能生效。[/size]\n	☯[size=13]{0} is capable of adjusting Feng Shui. Its element is {1}, {2} and will only be effective at {3} {4} {5}.[/size]\n
获得神国护法：[color=#{2}][{0}·{1}][/color]\n	Obtained Divine Realm Guards: [color=#{2}][{0}·{1}][/color]\n
内灵气	Inner Qi
情绪低于50累计{0}({1:N0})秒	Mood remains lower than 50 for {0} ({1:N0}) sec
附加加成	Additional
突破瓶颈前，正觉得有点心神不宁	About to breakthrough; feels somewhat uneasy
做东西	Create Something
上传失败！{0}\n是否选择无预览图上传	Upload failed! {0}\nUpload without setting a preview image?
寒晶矿你已经拿到了，速去熔炉将其制成寒晶锭，身为外门弟子你应该知道该怎么做。	You have obtained the Ice Crystal Ore. Hurry up and smelt it into Ice Crystal Bars at the furnace. As you are an outer disciple you already know how to smelt the ore.
一	One
圆满境	Attainment State
{0}分	{0} Min
{0}\n[color=#990000]已装备于{1}栏位中[/color]	{0}\n[color=#990000]Already equipped in slot {1}[/color]
凡物	Mortal Relic
秘闻：{0}	Secrets: {0}
正在连接服务器...	Connecting to server...
一个新的地点被发现：{0}	A new location has been discovered: {0}
{1}({0})\n{2:F0}岁\n寿元:{3}	{1} ({0})\n{2:F0} years old\nLifespan: {3}
亦正亦邪	Controversial
正不情不愿的屠宰牲畜	Reluctantly butchers livestock
（[color=#990000]因无法支付，你将被迫服役{0}天[/color]）	([color=#990000]Unable to pay, you are forced to serve for {0} days[/color].)
额外次数:[color=#ff0000]{0}[/color]	Extra:[color=#ff0000]{0}[/color]
快乐的享受着进食的乐趣	Enjoys the fun of eating
状态	Status
逃跑	Flee
\n灵气不足	\nInsufficient Qi
藏经阁没有足够的道行	The Manual Pavilion does not have enough attainment.
在建筑工作时，正快乐的哼着小调	Constructing while humming a cheerful tune
已有精怪想要吞噬该物品	There is Sentient Spirit that wants to devour this item.
